"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","5400 Douglas Dr N"
"Comments:","Behind McDonald's"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/29/2025"
"Start Time:","00:00"
"Export Version:","Volume V1.03"
"Interval:","60 Min"
"Title:","Vehicle Volume"
"Date/Time","Northbound","Southbound","Total"
07/31/2025 11:00 - 11:59,11,6,17
07/31/2025 12:00 - 12:59,4,7,11
07/31/2025 13:00 - 13:59,9,7,16
07/31/2025 14:00 - 14:59,4,6,10
07/31/2025 15:00 - 15:59,10,14,24
07/31/2025 16:00 - 16:59,15,12,27
07/31/2025 17:00 - 17:59,8,15,23
07/31/2025 18:00 - 18:59,11,11,22
07/31/2025 19:00 - 19:59,6,6,12
07/31/2025 20:00 - 20:59,7,3,10
07/31/2025 21:00 - 21:59,6,5,11
07/31/2025 22:00 - 22:59,2,3,5
07/31/2025 23:00 - 23:59,1,1,2
08/01/2025 00:00 - 00:59,3,1,4
08/01/2025 01:00 - 01:59,0,1,1
08/01/2025 02:00 - 02:59,1,0,1
08/01/2025 03:00 - 03:59,1,1,2
08/01/2025 04:00 - 04:59,0,0,0
08/01/2025 05:00 - 05:59,1,4,5
08/01/2025 06:00 - 06:59,3,5,8
08/01/2025 07:00 - 07:59,1,10,11
08/01/2025 08:00 - 08:59,4,7,11
08/01/2025 09:00 - 09:59,2,8,10
08/01/2025 10:00 - 10:59,5,10,15
08/01/2025 11:00 - 11:59,1,0,1
08/01/2025 12:00 - 12:59,10,9,19
08/01/2025 13:00 - 13:59,6,7,13
08/01/2025 14:00 - 14:59,9,8,17
08/01/2025 15:00 - 15:59,11,7,18
08/01/2025 16:00 - 16:59,18,12,30
08/01/2025 17:00 - 17:59,8,10,18
08/01/2025 18:00 - 18:59,8,8,16
08/01/2025 19:00 - 19:59,13,9,22
08/01/2025 20:00 - 20:59,16,10,26
08/01/2025 21:00 - 21:59,4,5,9
08/01/2025 22:00 - 22:59,4,2,6
08/01/2025 23:00 - 23:59,3,1,4
08/02/2025 00:00 - 00:59,1,2,3
08/02/2025 01:00 - 01:59,0,0,0
08/02/2025 02:00 - 02:59,1,1,2
08/02/2025 03:00 - 03:59,1,1,2
08/02/2025 04:00 - 04:59,0,0,0
08/02/2025 05:00 - 05:59,0,0,0
08/02/2025 06:00 - 06:59,0,3,3
08/02/2025 07:00 - 07:59,1,0,1
08/02/2025 08:00 - 08:59,2,5,7
08/02/2025 09:00 - 09:59,3,7,10
08/02/2025 10:00 - 10:59,3,8,11
08/02/2025 11:00 - 11:59,5,8,13
08/02/2025 12:00 - 12:59,4,9,13
08/02/2025 13:00 - 13:59,4,7,11
08/02/2025 14:00 - 14:59,9,2,11
08/02/2025 15:00 - 15:59,10,6,16
08/02/2025 16:00 - 16:59,7,9,16
08/02/2025 17:00 - 17:59,7,9,16
08/02/2025 18:00 - 18:59,6,5,11
08/02/2025 19:00 - 19:59,13,4,17
08/02/2025 20:00 - 20:59,5,11,16
08/02/2025 21:00 - 21:59,3,3,6
08/02/2025 22:00 - 22:59,2,3,5
08/02/2025 23:00 - 23:59,4,1,5
08/03/2025 00:00 - 00:59,1,0,1
08/03/2025 01:00 - 01:59,1,1,2
08/03/2025 02:00 - 02:59,0,1,1
08/03/2025 03:00 - 03:59,1,0,1
08/03/2025 04:00 - 04:59,0,1,1
08/03/2025 05:00 - 05:59,0,0,0
08/03/2025 06:00 - 06:59,1,0,1
08/03/2025 07:00 - 07:59,1,1,2
08/03/2025 08:00 - 08:59,1,6,7
08/03/2025 09:00 - 09:59,9,7,16
08/03/2025 10:00 - 10:59,6,10,16
08/03/2025 11:00 - 11:59,5,8,13
08/03/2025 12:00 - 12:59,8,10,18
08/03/2025 13:00 - 13:59,6,8,14
08/03/2025 14:00 - 14:59,9,7,16
08/03/2025 15:00 - 15:59,3,9,12
08/03/2025 16:00 - 16:59,7,10,17
08/03/2025 17:00 - 17:59,7,6,13
08/03/2025 18:00 - 18:59,5,6,11
08/03/2025 19:00 - 19:59,5,4,9
08/03/2025 20:00 - 20:59,6,4,10
08/03/2025 21:00 - 21:59,4,2,6
08/03/2025 22:00 - 22:59,3,1,4
08/03/2025 23:00 - 23:59,3,1,4
08/04/2025 00:00 - 00:59,1,0,1
08/04/2025 01:00 - 01:59,0,1,1
08/04/2025 02:00 - 02:59,0,1,1
08/04/2025 03:00 - 03:59,0,1,1
08/04/2025 04:00 - 04:59,0,0,0
08/04/2025 05:00 - 05:59,1,3,4
08/04/2025 06:00 - 06:59,4,4,8
08/04/2025 07:00 - 07:59,3,9,12
08/04/2025 08:00 - 08:59,2,8,10
08/04/2025 09:00 - 09:59,1,5,6
08/04/2025 10:00 - 10:59,3,3,6
08/04/2025 11:00 - 11:59,6,10,16
08/04/2025 12:00 - 12:59,9,6,15
08/04/2025 13:00 - 13:59,5,4,9
08/04/2025 14:00 - 14:59,7,6,13
08/04/2025 15:00 - 15:59,19,7,26
08/04/2025 16:00 - 16:59,3,8,11
08/04/2025 17:00 - 17:59,10,5,15
08/04/2025 18:00 - 18:59,7,8,15
08/04/2025 19:00 - 19:59,3,8,11
08/04/2025 20:00 - 20:59,4,2,6
08/04/2025 21:00 - 21:59,9,4,13
08/04/2025 22:00 - 22:59,1,2,3
08/04/2025 23:00 - 23:59,2,1,3
08/05/2025 00:00 - 00:59,0,0,0
08/05/2025 01:00 - 01:59,0,0,0
08/05/2025 02:00 - 02:59,0,1,1
08/05/2025 03:00 - 03:59,0,2,2
08/05/2025 04:00 - 04:59,0,0,0
08/05/2025 05:00 - 05:59,1,3,4
08/05/2025 06:00 - 06:59,2,2,4
08/05/2025 07:00 - 07:59,2,12,14
08/05/2025 08:00 - 08:59,3,6,9
08/05/2025 09:00 - 09:59,1,5,6
08/05/2025 10:00 - 10:59,6,6,12
08/05/2025 11:00 - 11:59,7,2,9
08/05/2025 12:00 - 12:59,0,0,0
08/05/2025 13:00 - 13:59,0,2,2
08/05/2025 14:00 - 14:59,3,0,3
08/05/2025 15:00 - 15:59,8,1,9
08/05/2025 16:00 - 16:59,10,2,12
08/05/2025 17:00 - 17:59,11,0,11
08/05/2025 18:00 - 18:59,7,6,13
08/05/2025 19:00 - 19:59,12,4,16
08/05/2025 20:00 - 20:59,9,3,12
08/05/2025 21:00 - 21:59,4,3,7
08/05/2025 22:00 - 22:59,2,3,5
08/05/2025 23:00 - 23:59,1,1,2
08/06/2025 00:00 - 00:59,0,0,0
08/06/2025 01:00 - 01:59,1,1,2
08/06/2025 02:00 - 02:59,0,0,0
08/06/2025 03:00 - 03:59,0,1,1
08/06/2025 04:00 - 04:59,0,1,1
08/06/2025 05:00 - 05:59,1,2,3
08/06/2025 06:00 - 06:59,4,4,8
08/06/2025 07:00 - 07:59,2,10,12
08/06/2025 08:00 - 08:59,5,8,13
08/06/2025 09:00 - 09:59,2,7,9
08/06/2025 10:00 - 10:59,2,4,6
08/06/2025 11:00 - 11:59,9,4,13
08/06/2025 12:00 - 12:59,7,1,8
08/06/2025 13:00 - 13:59,7,3,10
08/06/2025 14:00 - 14:59,11,0,11
08/06/2025 15:00 - 15:59,10,7,17
08/06/2025 16:00 - 16:59,7,9,16
08/06/2025 17:00 - 17:59,15,7,22
08/06/2025 18:00 - 18:59,7,8,15
08/06/2025 19:00 - 19:59,7,5,12
08/06/2025 20:00 - 20:59,10,3,13
08/06/2025 21:00 - 21:59,5,3,8
08/06/2025 22:00 - 22:59,6,0,6
08/06/2025 23:00 - 23:59,1,1,2
08/07/2025 00:00 - 00:59,0,0,0
08/07/2025 01:00 - 01:59,0,0,0
08/07/2025 02:00 - 02:59,0,0,0
08/07/2025 03:00 - 03:59,0,2,2
08/07/2025 04:00 - 04:59,0,0,0
08/07/2025 05:00 - 05:59,2,2,4
08/07/2025 06:00 - 06:59,3,2,5
08/07/2025 07:00 - 07:59,4,14,18
08/07/2025 08:00 - 08:59,5,3,8
08/07/2025 09:00 - 09:59,3,3,6
08/07/2025 10:00 - 10:59,5,6,11
08/07/2025 11:00 - 11:59,7,5,12
08/07/2025 12:00 - 12:59,6,4,10
08/07/2025 13:00 - 13:59,7,2,9
08/07/2025 14:00 - 14:59,9,8,17
08/07/2025 15:00 - 15:59,17,6,23
08/07/2025 16:00 - 16:59,17,10,27
08/07/2025 17:00 - 17:59,14,6,20
08/07/2025 18:00 - 18:59,8,1,9
08/07/2025 19:00 - 19:59,5,3,8
08/07/2025 20:00 - 20:59,7,0,7
08/07/2025 21:00 - 21:59,4,1,5
08/07/2025 22:00 - 22:59,3,4,7
08/07/2025 23:00 - 23:59,2,1,3
08/08/2025 00:00 - 00:59,0,1,1
08/08/2025 01:00 - 01:59,2,1,3
08/08/2025 02:00 - 02:59,0,1,1
08/08/2025 03:00 - 03:59,0,1,1
08/08/2025 04:00 - 04:59,0,1,1
08/08/2025 05:00 - 05:59,1,1,2
08/08/2025 06:00 - 06:59,3,3,6
08/08/2025 07:00 - 07:59,4,5,9
08/08/2025 08:00 - 08:59,5,2,7
08/08/2025 09:00 - 09:59,3,3,6
08/08/2025 10:00 - 10:59,8,2,10
08/08/2025 11:00 - 11:59,2,5,7
08/08/2025 12:00 - 12:59,8,4,12
08/08/2025 13:00 - 13:59,8,4,12
08/08/2025 14:00 - 14:59,8,5,13
08/08/2025 15:00 - 15:59,8,4,12
08/08/2025 16:00 - 16:59,0,0,0
08/08/2025 17:00 - 17:59,0,0,0
08/08/2025 18:00 - 18:59,0,0,0
08/08/2025 19:00 - 19:59,0,0,0
08/08/2025 20:00 - 20:59,0,0,0
08/08/2025 21:00 - 21:59,0,0,0
08/08/2025 22:00 - 22:59,0,0,0
08/08/2025 23:00 - 23:59,0,0,0
08/09/2025 00:00 - 00:59,0,0,0
08/09/2025 01:00 - 01:59,0,0,0
08/09/2025 02:00 - 02:59,0,0,0
08/09/2025 03:00 - 03:59,0,0,0
08/09/2025 04:00 - 04:59,0,0,0
08/09/2025 05:00 - 05:59,0,0,0
08/09/2025 06:00 - 06:59,0,0,0
08/09/2025 07:00 - 07:59,0,0,0
08/09/2025 08:00 - 08:59,0,0,0
08/09/2025 09:00 - 09:59,0,0,0
08/09/2025 10:00 - 10:59,0,0,0
08/09/2025 11:00 - 11:59,0,0,0
08/09/2025 12:00 - 12:59,0,0,0
08/09/2025 13:00 - 13:59,0,0,0
08/09/2025 14:00 - 14:59,0,0,0
08/09/2025 15:00 - 15:59,0,0,0
08/09/2025 16:00 - 16:59,0,0,0
08/09/2025 17:00 - 17:59,0,0,0
08/09/2025 18:00 - 18:59,0,0,0
08/09/2025 19:00 - 19:59,0,0,0
08/09/2025 20:00 - 20:59,0,0,0
08/09/2025 21:00 - 21:59,0,0,0
08/09/2025 22:00 - 22:59,0,0,0
08/09/2025 23:00 - 23:59,0,0,0
08/10/2025 00:00 - 00:59,0,0,0
08/10/2025 01:00 - 01:59,0,0,0
08/10/2025 02:00 - 02:59,0,0,0
08/10/2025 03:00 - 03:59,0,0,0
08/10/2025 04:00 - 04:59,0,0,0
08/10/2025 05:00 - 05:59,0,0,0
08/10/2025 06:00 - 06:59,0,0,0
08/10/2025 07:00 - 07:59,0,0,0
08/10/2025 08:00 - 08:59,0,0,0
08/10/2025 09:00 - 09:59,0,0,0
08/10/2025 10:00 - 10:59,0,0,0
08/10/2025 11:00 - 11:59,0,0,0
08/10/2025 12:00 - 12:59,0,0,0
08/10/2025 13:00 - 13:59,0,0,0
08/10/2025 14:00 - 14:59,0,0,0
08/10/2025 15:00 - 15:59,0,0,0
08/10/2025 16:00 - 16:59,0,0,0
08/10/2025 17:00 - 17:59,0,0,0
08/10/2025 18:00 - 18:59,0,0,0
08/10/2025 19:00 - 19:59,0,0,0
08/10/2025 20:00 - 20:59,0,0,0
08/10/2025 21:00 - 21:59,0,0,0
08/10/2025 22:00 - 22:59,0,0,0
08/10/2025 23:00 - 23:59,0,0,0
08/11/2025 00:00 - 00:59,0,0,0
08/11/2025 01:00 - 01:59,0,0,0
08/11/2025 02:00 - 02:59,0,0,0
08/11/2025 03:00 - 03:59,0,0,0
08/11/2025 04:00 - 04:59,0,0,0
08/11/2025 05:00 - 05:59,0,0,0
08/11/2025 06:00 - 06:59,0,0,0
08/11/2025 07:00 - 07:59,0,0,0
08/11/2025 08:00 - 08:59,0,0,0
08/11/2025 09:00 - 09:59,0,0,0
08/11/2025 10:00 - 10:59,0,0,0
08/11/2025 11:00 - 11:59,0,0,0
08/11/2025 12:00 - 12:59,0,0,0
08/11/2025 13:00 - 13:59,0,0,0
08/11/2025 14:00 - 14:59,0,0,0
08/11/2025 15:00 - 15:59,0,0,0
08/11/2025 16:00 - 16:59,0,0,0
08/11/2025 17:00 - 17:59,0,0,0
08/11/2025 18:00 - 18:59,0,0,0
08/11/2025 19:00 - 19:59,0,0,0
08/11/2025 20:00 - 20:59,0,0,0
08/11/2025 21:00 - 21:59,0,0,0
08/11/2025 22:00 - 22:59,0,0,0
08/11/2025 23:00 - 23:59,0,0,0
08/12/2025 00:00 - 00:59,0,0,0
08/12/2025 01:00 - 01:59,0,0,0
08/12/2025 02:00 - 02:59,0,0,0
08/12/2025 03:00 - 03:59,0,0,0
08/12/2025 04:00 - 04:59,0,0,0
08/12/2025 05:00 - 05:59,0,0,0
08/12/2025 06:00 - 06:59,0,0,0
08/12/2025 07:00 - 07:59,0,0,0
08/12/2025 08:00 - 08:59,0,0,0
08/12/2025 09:00 - 09:59,0,0,0
08/12/2025 10:00 - 10:59,0,0,0
08/12/2025 11:00 - 11:59,0,0,0
08/12/2025 12:00 - 12:59,0,0,0
08/12/2025 13:00 - 13:59,41,46,87
08/12/2025 14:00 - 14:59,49,42,91
08/12/2025 15:00 - 15:59,49,34,83
08/12/2025 16:00 - 16:59,70,44,114
08/12/2025 17:00 - 17:59,54,37,91
08/12/2025 18:00 - 18:59,40,30,70
08/12/2025 19:00 - 19:59,41,27,68
08/12/2025 20:00 - 20:59,37,38,75
08/12/2025 21:00 - 21:59,23,28,51
08/12/2025 22:00 - 22:59,20,20,40
08/12/2025 23:00 - 23:59,7,4,11
08/13/2025 00:00 - 00:59,3,5,8
08/13/2025 01:00 - 01:59,2,1,3
08/13/2025 02:00 - 02:59,4,1,5
08/13/2025 03:00 - 03:59,2,0,2
08/13/2025 04:00 - 04:59,2,5,7
08/13/2025 05:00 - 05:59,7,16,23
08/13/2025 06:00 - 06:59,37,37,74
08/13/2025 07:00 - 07:59,29,30,59
08/13/2025 08:00 - 08:59,36,36,72
08/13/2025 09:00 - 09:59,30,42,72
08/13/2025 10:00 - 10:59,29,26,55
08/13/2025 11:00 - 11:59,25,32,57
08/13/2025 12:00 - 12:59,54,46,100
08/13/2025 13:00 - 13:59,53,48,101
08/13/2025 14:00 - 14:59,50,47,97
08/13/2025 15:00 - 15:59,60,46,106
08/13/2025 16:00 - 16:59,64,34,98
08/13/2025 17:00 - 17:59,95,51,146
08/13/2025 18:00 - 18:59,58,33,91
08/13/2025 19:00 - 19:59,42,50,92
08/13/2025 20:00 - 20:59,71,40,111
08/13/2025 21:00 - 21:59,25,41,66
08/13/2025 22:00 - 22:59,25,11,36
08/13/2025 23:00 - 23:59,8,9,17
08/14/2025 00:00 - 00:59,2,3,5
08/14/2025 01:00 - 01:59,3,0,3
08/14/2025 02:00 - 02:59,2,1,3
08/14/2025 03:00 - 03:59,1,2,3
08/14/2025 04:00 - 04:59,3,7,10
08/14/2025 05:00 - 05:59,0,17,17
08/14/2025 06:00 - 06:59,23,28,51
08/14/2025 07:00 - 07:59,26,30,56
08/14/2025 08:00 - 08:59,28,32,60
08/14/2025 09:00 - 09:59,37,45,82
08/14/2025 10:00 - 10:59,32,28,60
08/14/2025 11:00 - 11:59,43,47,90
08/14/2025 12:00 - 12:59,49,41,90
08/14/2025 13:00 - 13:59,35,51,86
08/14/2025 14:00 - 14:59,56,48,104
08/14/2025 15:00 - 15:59,51,33,84
08/14/2025 16:00 - 16:59,59,48,107
08/14/2025 17:00 - 17:59,40,39,79
08/14/2025 18:00 - 18:59,54,35,89
08/14/2025 19:00 - 19:59,40,21,61
08/14/2025 20:00 - 20:59,39,24,63
08/14/2025 21:00 - 21:59,17,31,48
08/14/2025 22:00 - 22:59,30,19,49
08/14/2025 23:00 - 23:59,8,5,13
08/15/2025 00:00 - 00:59,6,2,8
08/15/2025 01:00 - 01:59,5,2,7
08/15/2025 02:00 - 02:59,2,4,6
08/15/2025 03:00 - 03:59,0,1,1
08/15/2025 04:00 - 04:59,5,7,12
08/15/2025 05:00 - 05:59,6,19,25
08/15/2025 06:00 - 06:59,28,27,55
08/15/2025 07:00 - 07:59,32,30,62
08/15/2025 08:00 - 08:59,29,36,65
08/15/2025 09:00 - 09:59,38,44,82
08/15/2025 10:00 - 10:59,39,34,73
08/15/2025 11:00 - 11:59,50,37,87
08/15/2025 12:00 - 12:59,61,39,100
08/15/2025 13:00 - 13:59,55,50,105
08/15/2025 14:00 - 14:59,72,46,118
08/15/2025 15:00 - 15:59,67,36,103
08/15/2025 16:00 - 16:59,75,54,129
08/15/2025 17:00 - 17:59,55,45,100
08/15/2025 18:00 - 18:59,44,37,81
08/15/2025 19:00 - 19:59,27,39,66
08/15/2025 20:00 - 20:59,29,34,63
08/15/2025 21:00 - 21:59,28,27,55
08/15/2025 22:00 - 22:59,23,15,38
08/15/2025 23:00 - 23:59,11,9,20
08/16/2025 00:00 - 00:59,7,5,12
08/16/2025 01:00 - 01:59,11,2,13
08/16/2025 02:00 - 02:59,4,4,8
08/16/2025 03:00 - 03:59,2,1,3
08/16/2025 04:00 - 04:59,3,2,5
08/16/2025 05:00 - 05:59,2,5,7
08/16/2025 06:00 - 06:59,3,10,13
08/16/2025 07:00 - 07:59,15,24,39
08/16/2025 08:00 - 08:59,19,25,44
08/16/2025 09:00 - 09:59,31,35,66
08/16/2025 10:00 - 10:59,33,23,56
08/16/2025 11:00 - 11:59,30,32,62
08/16/2025 12:00 - 12:59,47,45,92
08/16/2025 13:00 - 13:59,49,37,86
08/16/2025 14:00 - 14:59,27,29,56
08/16/2025 15:00 - 15:59,59,29,88
08/16/2025 16:00 - 16:59,38,40,78
08/16/2025 17:00 - 17:59,52,47,99
08/16/2025 18:00 - 18:59,44,36,80
08/16/2025 19:00 - 19:59,44,35,79
08/16/2025 20:00 - 20:59,36,33,69
08/16/2025 21:00 - 21:59,24,30,54
08/16/2025 22:00 - 22:59,24,20,44
08/16/2025 23:00 - 23:59,12,8,20
08/17/2025 00:00 - 00:59,8,4,12
08/17/2025 01:00 - 01:59,1,3,4
08/17/2025 02:00 - 02:59,1,4,5
08/17/2025 03:00 - 03:59,2,2,4
08/17/2025 04:00 - 04:59,2,1,3
08/17/2025 05:00 - 05:59,2,6,8
08/17/2025 06:00 - 06:59,6,10,16
08/17/2025 07:00 - 07:59,13,8,21
08/17/2025 08:00 - 08:59,17,24,41
08/17/2025 09:00 - 09:59,29,33,62
08/17/2025 10:00 - 10:59,25,36,61
08/17/2025 11:00 - 11:59,26,43,69
08/17/2025 12:00 - 12:59,39,28,67
08/17/2025 13:00 - 13:59,59,35,94
08/17/2025 14:00 - 14:59,38,51,89
08/17/2025 15:00 - 15:59,25,37,62
08/17/2025 16:00 - 16:59,47,28,75
08/17/2025 17:00 - 17:59,48,38,86
08/17/2025 18:00 - 18:59,29,27,56
08/17/2025 19:00 - 19:59,27,29,56
08/17/2025 20:00 - 20:59,30,29,59
08/17/2025 21:00 - 21:59,19,19,38
08/17/2025 22:00 - 22:59,20,15,35
08/17/2025 23:00 - 23:59,10,4,14
08/18/2025 00:00 - 00:59,3,2,5
08/18/2025 01:00 - 01:59,1,2,3
08/18/2025 02:00 - 02:59,4,2,6
08/18/2025 03:00 - 03:59,2,0,2
08/18/2025 04:00 - 04:59,5,4,9
08/18/2025 05:00 - 05:59,7,16,23
08/18/2025 06:00 - 06:59,13,27,40
08/18/2025 07:00 - 07:59,29,25,54
08/18/2025 08:00 - 08:59,20,31,51
08/18/2025 09:00 - 09:59,26,36,62
08/18/2025 10:00 - 10:59,35,33,68
08/18/2025 11:00 - 11:59,39,40,79
08/18/2025 12:00 - 12:59,47,26,73
08/18/2025 13:00 - 13:59,35,48,83
08/18/2025 14:00 - 14:59,58,36,94
08/18/2025 15:00 - 15:59,58,38,96
08/18/2025 16:00 - 16:59,56,34,90
08/18/2025 17:00 - 17:59,67,41,108
08/18/2025 18:00 - 18:59,42,49,91
08/18/2025 19:00 - 19:59,41,35,76
08/18/2025 20:00 - 20:59,31,27,58
08/18/2025 21:00 - 21:59,24,23,47
08/18/2025 22:00 - 22:59,23,14,37
08/18/2025 23:00 - 23:59,9,9,18
08/19/2025 00:00 - 00:59,4,5,9
08/19/2025 01:00 - 01:59,3,2,5
08/19/2025 02:00 - 02:59,3,0,3
08/19/2025 03:00 - 03:59,1,2,3
08/19/2025 04:00 - 04:59,2,7,9
08/19/2025 05:00 - 05:59,8,22,30
08/19/2025 06:00 - 06:59,13,21,34
08/19/2025 07:00 - 07:59,34,30,64
08/19/2025 08:00 - 08:59,22,36,58
08/19/2025 09:00 - 09:59,37,39,76
08/19/2025 10:00 - 10:59,27,21,48
08/19/2025 11:00 - 11:59,47,25,72
08/19/2025 12:00 - 12:59,43,30,73
