"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071598"
"ID:",""
"Location:","2809 Hampshire Ave N"
"Comments:","Near the school."
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","11/4/2024"
"Start Time:","00:00"
"Export Version:","Volume V1.03"
"Interval:","60 Min"
"Title:","Vehicle Volume"
"Date/Time","Northbound","Southbound","Total"
11/06/2024 06:00 - 06:59,0,6,6
11/06/2024 07:00 - 07:59,5,30,35
11/06/2024 08:00 - 08:59,9,23,32
11/06/2024 09:00 - 09:59,6,13,19
11/06/2024 10:00 - 10:59,7,10,17
11/06/2024 11:00 - 11:59,15,9,24
11/06/2024 12:00 - 12:59,4,10,14
11/06/2024 13:00 - 13:59,8,6,14
11/06/2024 14:00 - 14:59,14,12,26
11/06/2024 15:00 - 15:59,24,16,40
11/06/2024 16:00 - 16:59,22,17,39
11/06/2024 17:00 - 17:59,15,12,27
11/06/2024 18:00 - 18:59,13,10,23
11/06/2024 19:00 - 19:59,12,3,15
11/06/2024 20:00 - 20:59,4,4,8
11/06/2024 21:00 - 21:59,7,2,9
11/06/2024 22:00 - 22:59,2,0,2
11/06/2024 23:00 - 23:59,1,1,2
11/07/2024 00:00 - 00:59,0,0,0
11/07/2024 01:00 - 01:59,0,1,1
11/07/2024 02:00 - 02:59,1,0,1
11/07/2024 03:00 - 03:59,0,1,1
11/07/2024 04:00 - 04:59,1,1,2
11/07/2024 05:00 - 05:59,1,7,8
11/07/2024 06:00 - 06:59,4,5,9
11/07/2024 07:00 - 07:59,8,26,34
11/07/2024 08:00 - 08:59,11,18,29
11/07/2024 09:00 - 09:59,9,14,23
11/07/2024 10:00 - 10:59,6,8,14
11/07/2024 11:00 - 11:59,17,9,26
11/07/2024 12:00 - 12:59,13,4,17
11/07/2024 13:00 - 13:59,7,8,15
11/07/2024 14:00 - 14:59,25,13,38
11/07/2024 15:00 - 15:59,18,23,41
11/07/2024 16:00 - 16:59,27,14,41
11/07/2024 17:00 - 17:59,28,11,39
11/07/2024 18:00 - 18:59,24,10,34
11/07/2024 19:00 - 19:59,10,9,19
11/07/2024 20:00 - 20:59,7,4,11
11/07/2024 21:00 - 21:59,7,4,11
11/07/2024 22:00 - 22:59,6,2,8
11/07/2024 23:00 - 23:59,0,0,0
11/08/2024 00:00 - 00:59,0,0,0
11/08/2024 01:00 - 01:59,1,1,2
11/08/2024 02:00 - 02:59,1,0,1
11/08/2024 03:00 - 03:59,0,0,0
11/08/2024 04:00 - 04:59,1,0,1
11/08/2024 05:00 - 05:59,1,7,8
11/08/2024 06:00 - 06:59,2,4,6
11/08/2024 07:00 - 07:59,6,19,25
11/08/2024 08:00 - 08:59,7,18,25
11/08/2024 09:00 - 09:59,4,13,17
11/08/2024 10:00 - 10:59,6,9,15
11/08/2024 11:00 - 11:59,10,4,14
11/08/2024 12:00 - 12:59,12,12,24
11/08/2024 13:00 - 13:59,3,14,17
11/08/2024 14:00 - 14:59,29,13,42
11/08/2024 15:00 - 15:59,21,18,39
11/08/2024 16:00 - 16:59,21,15,36
11/08/2024 17:00 - 17:59,16,6,22
11/08/2024 18:00 - 18:59,18,7,25
11/08/2024 19:00 - 19:59,9,6,15
11/08/2024 20:00 - 20:59,10,3,13
11/08/2024 21:00 - 21:59,2,4,6
11/08/2024 22:00 - 22:59,7,1,8
11/08/2024 23:00 - 23:59,3,3,6
11/09/2024 00:00 - 00:59,2,1,3
11/09/2024 01:00 - 01:59,0,0,0
11/09/2024 02:00 - 02:59,0,0,0
11/09/2024 03:00 - 03:59,1,0,1
11/09/2024 04:00 - 04:59,2,0,2
11/09/2024 05:00 - 05:59,2,0,2
11/09/2024 06:00 - 06:59,0,3,3
11/09/2024 07:00 - 07:59,1,8,9
11/09/2024 08:00 - 08:59,4,3,7
11/09/2024 09:00 - 09:59,6,10,16
11/09/2024 10:00 - 10:59,16,15,31
11/09/2024 11:00 - 11:59,14,13,27
11/09/2024 12:00 - 12:59,7,15,22
11/09/2024 13:00 - 13:59,13,16,29
11/09/2024 14:00 - 14:59,16,12,28
11/09/2024 15:00 - 15:59,15,9,24
11/09/2024 16:00 - 16:59,7,7,14
11/09/2024 17:00 - 17:59,16,3,19
11/09/2024 18:00 - 18:59,3,7,10
11/09/2024 19:00 - 19:59,10,6,16
11/09/2024 20:00 - 20:59,10,4,14
11/09/2024 21:00 - 21:59,5,2,7
11/09/2024 22:00 - 22:59,3,2,5
11/09/2024 23:00 - 23:59,5,7,12
11/10/2024 00:00 - 00:59,2,1,3
11/10/2024 01:00 - 01:59,4,1,5
11/10/2024 02:00 - 02:59,1,3,4
11/10/2024 03:00 - 03:59,0,0,0
11/10/2024 04:00 - 04:59,0,0,0
11/10/2024 05:00 - 05:59,0,1,1
11/10/2024 06:00 - 06:59,0,1,1
11/10/2024 07:00 - 07:59,0,6,6
11/10/2024 08:00 - 08:59,4,6,10
11/10/2024 09:00 - 09:59,5,2,7
11/10/2024 10:00 - 10:59,8,7,15
11/10/2024 11:00 - 11:59,10,7,17
11/10/2024 12:00 - 12:59,7,8,15
11/10/2024 13:00 - 13:59,10,10,20
11/10/2024 14:00 - 14:59,8,10,18
11/10/2024 15:00 - 15:59,10,9,19
11/10/2024 16:00 - 16:59,6,7,13
11/10/2024 17:00 - 17:59,19,14,33
11/10/2024 18:00 - 18:59,9,5,14
11/10/2024 19:00 - 19:59,8,2,10
11/10/2024 20:00 - 20:59,7,5,12
11/10/2024 21:00 - 21:59,2,0,2
11/10/2024 22:00 - 22:59,2,1,3
11/10/2024 23:00 - 23:59,1,1,2
11/11/2024 00:00 - 00:59,0,1,1
11/11/2024 01:00 - 01:59,0,0,0
11/11/2024 02:00 - 02:59,0,0,0
11/11/2024 03:00 - 03:59,0,0,0
11/11/2024 04:00 - 04:59,0,2,2
11/11/2024 05:00 - 05:59,1,6,7
11/11/2024 06:00 - 06:59,2,5,7
11/11/2024 07:00 - 07:59,7,17,24
11/11/2024 08:00 - 08:59,4,13,17
11/11/2024 09:00 - 09:59,6,10,16
11/11/2024 10:00 - 10:59,1,3,4
11/11/2024 11:00 - 11:59,10,12,22
11/11/2024 12:00 - 12:59,8,6,14
11/11/2024 13:00 - 13:59,7,3,10
11/11/2024 14:00 - 14:59,19,14,33
11/11/2024 15:00 - 15:59,19,12,31
11/11/2024 16:00 - 16:59,14,8,22
11/11/2024 17:00 - 17:59,25,11,36
11/11/2024 18:00 - 18:59,10,9,19
11/11/2024 19:00 - 19:59,7,5,12
11/11/2024 20:00 - 20:59,14,3,17
11/11/2024 21:00 - 21:59,3,1,4
11/11/2024 22:00 - 22:59,1,0,1
11/11/2024 23:00 - 23:59,1,0,1
11/12/2024 00:00 - 00:59,0,0,0
11/12/2024 01:00 - 01:59,1,0,1
11/12/2024 02:00 - 02:59,1,1,2
11/12/2024 03:00 - 03:59,0,0,0
11/12/2024 04:00 - 04:59,1,0,1
11/12/2024 05:00 - 05:59,0,7,7
11/12/2024 06:00 - 06:59,1,3,4
11/12/2024 07:00 - 07:59,11,30,41
11/12/2024 08:00 - 08:59,8,17,25
11/12/2024 09:00 - 09:59,6,15,21
11/12/2024 10:00 - 10:59,4,3,7
