"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","6702 45th Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","VolumeAxle V1.03"
"Interval:","60 Min"
"Title:","Axle Volume"
"Date/Time","Northbound","Southbound","Total"
07/04/2025 06:00 - 06:59,8,6,14
07/04/2025 07:00 - 07:59,14,8,22
07/04/2025 08:00 - 08:59,24,13,37
07/04/2025 09:00 - 09:59,24,28,52
07/04/2025 10:00 - 10:59,50,28,78
07/04/2025 11:00 - 11:59,50,16,66
07/04/2025 12:00 - 12:59,46,40,86
07/04/2025 13:00 - 13:59,36,42,78
07/04/2025 14:00 - 14:59,48,38,86
07/04/2025 15:00 - 15:59,34,18,52
07/04/2025 16:00 - 16:59,24,28,52
07/04/2025 17:00 - 17:59,32,40,72
07/04/2025 18:00 - 18:59,30,24,54
07/04/2025 19:00 - 19:59,34,38,72
07/04/2025 20:00 - 20:59,40,20,60
07/04/2025 21:00 - 21:59,28,14,42
07/04/2025 22:00 - 22:59,16,16,32
07/04/2025 23:00 - 23:59,10,24,34
07/05/2025 00:00 - 00:59,4,4,8
07/05/2025 01:00 - 01:59,6,6,12
07/05/2025 02:00 - 02:59,6,4,10
07/05/2025 03:00 - 03:59,4,0,4
07/05/2025 04:00 - 04:59,4,2,6
07/05/2025 05:00 - 05:59,6,2,8
07/05/2025 06:00 - 06:59,10,4,14
07/05/2025 07:00 - 07:59,12,4,16
07/05/2025 08:00 - 08:59,16,12,28
07/05/2025 09:00 - 09:59,20,22,42
07/05/2025 10:00 - 10:59,36,24,60
07/05/2025 11:00 - 11:59,34,24,58
07/05/2025 12:00 - 12:59,42,20,62
07/05/2025 13:00 - 13:59,46,44,90
07/05/2025 14:00 - 14:59,40,46,86
07/05/2025 15:00 - 15:59,36,46,82
07/05/2025 16:00 - 16:59,56,40,96
07/05/2025 17:00 - 17:59,45,22,67
07/05/2025 18:00 - 18:59,22,36,58
07/05/2025 19:00 - 19:59,28,24,52
07/05/2025 20:00 - 20:59,20,20,40
07/05/2025 21:00 - 21:59,16,22,38
07/05/2025 22:00 - 22:59,10,30,40
07/05/2025 23:00 - 23:59,8,20,28
07/06/2025 00:00 - 00:59,4,2,6
07/06/2025 01:00 - 01:59,2,6,8
07/06/2025 02:00 - 02:59,6,4,10
07/06/2025 03:00 - 03:59,2,2,4
07/06/2025 04:00 - 04:59,2,2,4
07/06/2025 05:00 - 05:59,4,2,6
07/06/2025 06:00 - 06:59,6,8,14
07/06/2025 07:00 - 07:59,6,6,12
07/06/2025 08:00 - 08:59,16,12,28
07/06/2025 09:00 - 09:59,24,14,38
07/06/2025 10:00 - 10:59,32,30,62
07/06/2025 11:00 - 11:59,46,36,82
07/06/2025 12:00 - 12:59,58,36,94
07/06/2025 13:00 - 13:59,54,46,100
07/06/2025 14:00 - 14:59,54,52,106
07/06/2025 15:00 - 15:59,38,50,88
07/06/2025 16:00 - 16:59,60,53,113
07/06/2025 17:00 - 17:59,28,46,74
07/06/2025 18:00 - 18:59,28,38,66
07/06/2025 19:00 - 19:59,28,26,54
07/06/2025 20:00 - 20:59,22,38,60
07/06/2025 21:00 - 21:59,24,28,52
07/06/2025 22:00 - 22:59,16,16,32
07/06/2025 23:00 - 23:59,6,8,14
07/07/2025 00:00 - 00:59,2,0,2
07/07/2025 01:00 - 01:59,6,0,6
07/07/2025 02:00 - 02:59,4,2,6
07/07/2025 03:00 - 03:59,0,0,0
07/07/2025 04:00 - 04:59,8,2,10
07/07/2025 05:00 - 05:59,22,10,32
07/07/2025 06:00 - 06:59,37,22,59
07/07/2025 07:00 - 07:59,48,25,73
07/07/2025 08:00 - 08:59,40,12,52
07/07/2025 09:00 - 09:59,46,18,64
07/07/2025 10:00 - 10:59,50,37,87
07/07/2025 11:00 - 11:59,46,48,94
07/07/2025 12:00 - 12:59,37,34,71
07/07/2025 13:00 - 13:59,60,38,98
07/07/2025 14:00 - 14:59,61,48,109
07/07/2025 15:00 - 15:59,51,60,111
07/07/2025 16:00 - 16:59,52,62,114
07/07/2025 17:00 - 17:59,63,52,115
07/07/2025 18:00 - 18:59,54,48,102
07/07/2025 19:00 - 19:59,45,41,86
07/07/2025 20:00 - 20:59,24,36,60
07/07/2025 21:00 - 21:59,28,38,66
07/07/2025 22:00 - 22:59,12,26,38
07/07/2025 23:00 - 23:59,6,6,12
07/08/2025 00:00 - 00:59,4,2,6
07/08/2025 01:00 - 01:59,0,0,0
07/08/2025 02:00 - 02:59,10,6,16
07/08/2025 03:00 - 03:59,2,0,2
07/08/2025 04:00 - 04:59,14,4,18
07/08/2025 05:00 - 05:59,18,10,28
07/08/2025 06:00 - 06:59,32,14,46
07/08/2025 07:00 - 07:59,39,28,67
07/08/2025 08:00 - 08:59,79,34,113
07/08/2025 09:00 - 09:59,52,60,112
07/08/2025 10:00 - 10:59,42,28,70
07/08/2025 11:00 - 11:59,36,46,82
07/08/2025 12:00 - 12:59,34,27,61
