10/02/2024 11:00 - 11:59,16,5,8,1,8,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
10/02/2024 12:00 - 12:59,8,3,11,3,8,8,1,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
10/02/2024 13:00 - 13:59,18,11,8,9,14,8,3,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
10/02/2024 14:00 - 14:59,22,5,9,6,8,15,5,9,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
10/02/2024 15:00 - 15:59,13,14,17,15,12,17,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
10/02/2024 16:00 - 16:59,32,11,11,12,25,8,1,6,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
10/02/2024 17:00 - 17:59,36,11,9,7,13,10,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98
10/02/2024 18:00 - 18:59,17,12,18,5,12,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
10/02/2024 19:00 - 19:59,9,6,11,5,10,10,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
10/02/2024 20:00 - 20:59,10,5,7,6,4,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
10/02/2024 21:00 - 21:59,3,2,4,2,10,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
10/02/2024 22:00 - 22:59,6,0,5,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
10/02/2024 23:00 - 23:59,4,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
10/03/2024 00:00 - 00:59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/03/2024 01:00 - 01:59,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10/03/2024 02:00 - 02:59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/03/2024 03:00 - 03:59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10/03/2024 04:00 - 04:59,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10/03/2024 05:00 - 05:59,0,1,4,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
10/03/2024 06:00 - 06:59,11,4,5,1,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
10/03/2024 07:00 - 07:59,18,7,11,0,8,4,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
10/03/2024 08:00 - 08:59,11,7,12,6,12,9,7,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,73
10/03/2024 09:00 - 09:59,14,2,4,4,4,7,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44
10/03/2024 10:00 - 10:59,19,6,6,2,5,4,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
10/03/2024 11:00 - 11:59,25,8,9,5,16,6,2,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
10/03/2024 12:00 - 12:59,20,5,7,5,10,8,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
10/03/2024 13:00 - 13:59,11,7,6,3,5,5,2,5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50
10/03/2024 14:00 - 14:59,18,9,11,5,9,11,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
10/03/2024 15:00 - 15:59,41,16,14,11,18,6,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
10/03/2024 16:00 - 16:59,27,15,17,6,10,13,6,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
10/03/2024 17:00 - 17:59,39,15,16,7,8,4,4,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
10/03/2024 18:00 - 18:59,12,10,13,0,10,4,5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
10/03/2024 19:00 - 19:59,10,8,13,4,14,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
10/03/2024 20:00 - 20:59,8,2,4,8,4,7,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
10/03/2024 21:00 - 21:59,8,5,2,1,4,5,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
10/03/2024 22:00 - 22:59,3,1,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
10/03/2024 23:00 - 23:59,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
