"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071598"
"ID:",""
"Location:","6608 53rd Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/15/2025"
"Start Time:","00:00"
"Export Version:","Volume V1.03"
"Interval:","60 Min"
"Title:","Vehicle Volume"
"Date/Time","Westbound","Eastbound","Total"
07/21/2025 01:00 - 01:59,1,2,3
07/21/2025 02:00 - 02:59,2,2,4
07/21/2025 03:00 - 03:59,3,2,5
07/21/2025 04:00 - 04:59,5,5,10
07/21/2025 05:00 - 05:59,7,10,17
07/21/2025 06:00 - 06:59,14,31,45
07/21/2025 07:00 - 07:59,25,46,71
07/21/2025 08:00 - 08:59,37,43,80
07/21/2025 09:00 - 09:59,16,26,42
07/21/2025 10:00 - 10:59,23,23,46
07/21/2025 11:00 - 11:59,38,26,64
07/21/2025 12:00 - 12:59,35,37,72
07/21/2025 13:00 - 13:59,27,30,57
07/21/2025 14:00 - 14:59,47,36,83
07/21/2025 15:00 - 15:59,38,30,68
07/21/2025 16:00 - 16:59,58,32,90
07/21/2025 17:00 - 17:59,52,32,84
07/21/2025 18:00 - 18:59,30,21,51
07/21/2025 19:00 - 19:59,24,19,43
07/21/2025 20:00 - 20:59,27,7,34
07/21/2025 21:00 - 21:59,14,8,22
07/21/2025 22:00 - 22:59,8,13,21
07/21/2025 23:00 - 23:59,6,7,13
07/22/2025 00:00 - 00:59,2,1,3
07/22/2025 01:00 - 01:59,4,2,6
07/22/2025 02:00 - 02:59,3,1,4
07/22/2025 03:00 - 03:59,1,0,1
07/22/2025 04:00 - 04:59,6,8,14
07/22/2025 05:00 - 05:59,7,9,16
07/22/2025 06:00 - 06:59,11,30,41
07/22/2025 07:00 - 07:59,33,56,89
07/22/2025 08:00 - 08:59,30,50,80
07/22/2025 09:00 - 09:59,20,33,53
07/22/2025 10:00 - 10:59,29,34,63
07/22/2025 11:00 - 11:59,30,32,62
07/22/2025 12:00 - 12:59,21,28,49
07/22/2025 13:00 - 13:59,16,5,21
