"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071598"
"ID:",""
"Location:","2809 Hampshire Ave N"
"Comments:","Near the school."
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","11/4/2024"
"Start Time:","00:00"
"Export Version:","VolumeAxle V1.03"
"Interval:","60 Min"
"Title:","Axle Volume"
"Date/Time","Northbound","Southbound","Total"
11/07/2024 14:00 - 14:59,50,26,76
11/07/2024 15:00 - 15:59,38,46,84
11/07/2024 16:00 - 16:59,54,28,82
11/07/2024 17:00 - 17:59,56,22,78
11/07/2024 18:00 - 18:59,48,20,68
11/07/2024 19:00 - 19:59,20,18,38
11/07/2024 20:00 - 20:59,14,8,22
11/07/2024 21:00 - 21:59,14,8,22
11/07/2024 22:00 - 22:59,12,4,16
11/07/2024 23:00 - 23:59,0,0,0
11/08/2024 00:00 - 00:59,0,0,0
11/08/2024 01:00 - 01:59,2,2,4
11/08/2024 02:00 - 02:59,2,0,2
11/08/2024 03:00 - 03:59,0,0,0
11/08/2024 04:00 - 04:59,2,0,2
11/08/2024 05:00 - 05:59,2,14,16
11/08/2024 06:00 - 06:59,4,8,12
11/08/2024 07:00 - 07:59,12,39,51
11/08/2024 08:00 - 08:59,14,36,50
11/08/2024 09:00 - 09:59,8,26,34
11/08/2024 10:00 - 10:59,12,18,30
11/08/2024 11:00 - 11:59,20,8,28
11/08/2024 12:00 - 12:59,24,24,48
11/08/2024 13:00 - 13:59,6,28,34
11/08/2024 14:00 - 14:59,58,27,85
11/08/2024 15:00 - 15:59,42,36,78
11/08/2024 16:00 - 16:59,42,30,72
11/08/2024 17:00 - 17:59,32,12,44
11/08/2024 18:00 - 18:59,36,14,50
11/08/2024 19:00 - 19:59,18,12,30
11/08/2024 20:00 - 20:59,20,6,26
11/08/2024 21:00 - 21:59,4,8,12
11/08/2024 22:00 - 22:59,14,2,16
11/08/2024 23:00 - 23:59,6,6,12
11/09/2024 00:00 - 00:59,4,2,6
11/09/2024 01:00 - 01:59,0,0,0
11/09/2024 02:00 - 02:59,0,0,0
11/09/2024 03:00 - 03:59,2,0,2
11/09/2024 04:00 - 04:59,4,0,4
11/09/2024 05:00 - 05:59,4,0,4
11/09/2024 06:00 - 06:59,0,6,6
11/09/2024 07:00 - 07:59,2,16,18
11/09/2024 08:00 - 08:59,8,6,14
11/09/2024 09:00 - 09:59,12,20,32
11/09/2024 10:00 - 10:59,32,30,62
11/09/2024 11:00 - 11:59,28,26,54
11/09/2024 12:00 - 12:59,14,30,44
11/09/2024 13:00 - 13:59,26,33,59
11/09/2024 14:00 - 14:59,32,24,56
11/09/2024 15:00 - 15:59,30,18,48
11/09/2024 16:00 - 16:59,14,14,28
11/09/2024 17:00 - 17:59,34,6,40
11/09/2024 18:00 - 18:59,6,14,20
11/09/2024 19:00 - 19:59,20,12,32
11/09/2024 20:00 - 20:59,20,8,28
11/09/2024 21:00 - 21:59,10,4,14
11/09/2024 22:00 - 22:59,6,4,10
11/09/2024 23:00 - 23:59,10,14,24
11/10/2024 00:00 - 00:59,4,2,6
11/10/2024 01:00 - 01:59,8,2,10
11/10/2024 02:00 - 02:59,2,6,8
11/10/2024 03:00 - 03:59,0,0,0
11/10/2024 04:00 - 04:59,0,0,0
11/10/2024 05:00 - 05:59,0,2,2
11/10/2024 06:00 - 06:59,0,2,2
11/10/2024 07:00 - 07:59,0,12,12
11/10/2024 08:00 - 08:59,8,12,20
11/10/2024 09:00 - 09:59,10,4,14
11/10/2024 10:00 - 10:59,16,14,30
11/10/2024 11:00 - 11:59,20,14,34
11/10/2024 12:00 - 12:59,15,16,31
11/10/2024 13:00 - 13:59,20,20,40
11/10/2024 14:00 - 14:59,16,20,36
11/10/2024 15:00 - 15:59,20,18,38
11/10/2024 16:00 - 16:59,12,14,26
11/10/2024 17:00 - 17:59,40,28,68
11/10/2024 18:00 - 18:59,18,10,28
11/10/2024 19:00 - 19:59,17,4,21
11/10/2024 20:00 - 20:59,14,10,24
11/10/2024 21:00 - 21:59,4,0,4
11/10/2024 22:00 - 22:59,4,2,6
11/10/2024 23:00 - 23:59,2,2,4
11/11/2024 00:00 - 00:59,0,2,2
11/11/2024 01:00 - 01:59,0,0,0
11/11/2024 02:00 - 02:59,0,0,0
11/11/2024 03:00 - 03:59,0,0,0
11/11/2024 04:00 - 04:59,0,4,4
11/11/2024 05:00 - 05:59,2,12,14
11/11/2024 06:00 - 06:59,4,10,14
11/11/2024 07:00 - 07:59,14,34,48
11/11/2024 08:00 - 08:59,8,26,34
11/11/2024 09:00 - 09:59,12,20,32
11/11/2024 10:00 - 10:59,2,6,8
11/11/2024 11:00 - 11:59,21,24,45
11/11/2024 12:00 - 12:59,16,12,28
11/11/2024 13:00 - 13:59,14,7,21
11/11/2024 14:00 - 14:59,38,28,66
11/11/2024 15:00 - 15:59,38,24,62
11/11/2024 16:00 - 16:59,28,16,44
11/11/2024 17:00 - 17:59,50,22,72
11/11/2024 18:00 - 18:59,20,18,38
11/11/2024 19:00 - 19:59,14,10,24
11/11/2024 20:00 - 20:59,28,6,34
11/11/2024 21:00 - 21:59,6,2,8
11/11/2024 22:00 - 22:59,2,0,2
11/11/2024 23:00 - 23:59,2,0,2
11/12/2024 00:00 - 00:59,0,0,0
11/12/2024 01:00 - 01:59,2,0,2
11/12/2024 02:00 - 02:59,2,2,4
11/12/2024 03:00 - 03:59,0,0,0
11/12/2024 04:00 - 04:59,2,0,2
11/12/2024 05:00 - 05:59,0,14,14
11/12/2024 06:00 - 06:59,2,6,8
11/12/2024 07:00 - 07:59,22,61,83
11/12/2024 08:00 - 08:59,16,34,50
11/12/2024 09:00 - 09:59,12,33,45
11/12/2024 10:00 - 10:59,8,7,15
