"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","6420 41st Ave N"
"Comments:","Near Hagemeister Pond Entrance"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","10/30/2024"
"Start Time:","00:00"
"Export Version:","VolumeAxle V1.03"
"Interval:","60 Min"
"Title:","Axle Volume"
"Date/Time","Westbound","Eastbound","Total"
11/03/2024 10:00 - 10:59,14,30,44
11/03/2024 11:00 - 11:59,26,24,50
11/03/2024 12:00 - 12:59,16,18,34
11/03/2024 13:00 - 13:59,14,14,28
11/03/2024 14:00 - 14:59,24,18,42
11/03/2024 15:00 - 15:59,20,14,34
11/03/2024 16:00 - 16:59,20,28,48
11/03/2024 17:00 - 17:59,22,22,44
11/03/2024 18:00 - 18:59,12,14,26
11/03/2024 19:00 - 19:59,14,8,22
11/03/2024 20:00 - 20:59,8,6,14
11/03/2024 21:00 - 21:59,10,6,16
11/03/2024 22:00 - 22:59,6,8,14
11/03/2024 23:00 - 23:59,8,4,12
11/04/2024 00:00 - 00:59,0,0,0
11/04/2024 01:00 - 01:59,0,0,0
11/04/2024 02:00 - 02:59,0,0,0
11/04/2024 03:00 - 03:59,0,0,0
11/04/2024 04:00 - 04:59,2,0,2
11/04/2024 05:00 - 05:59,2,0,2
11/04/2024 06:00 - 06:59,2,6,8
11/04/2024 07:00 - 07:59,2,12,14
11/04/2024 08:00 - 08:59,8,38,46
11/04/2024 09:00 - 09:59,12,30,42
11/04/2024 10:00 - 10:59,16,32,48
11/04/2024 11:00 - 11:59,14,14,28
11/04/2024 12:00 - 12:59,18,26,44
