"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071598"
"ID:","3624 Welcome Ave N"
"Location:","3624 Welcome Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","05/06/2025"
"Start Time:","00:00"
"Export Version:","Volume V1.03"
"Interval:","60 Min"
"Title:","Vehicle Volume"
"Date/Time","Northbound","Southbound","Total"
05/09/2025 11:00 - 11:59,23,11,34
05/09/2025 12:00 - 12:59,24,18,42
05/09/2025 13:00 - 13:59,22,23,45
05/09/2025 14:00 - 14:59,44,11,55
05/09/2025 15:00 - 15:59,64,44,108
05/09/2025 16:00 - 16:59,34,23,57
05/09/2025 17:00 - 17:59,44,23,67
05/09/2025 18:00 - 18:59,33,19,52
05/09/2025 19:00 - 19:59,29,15,44
05/09/2025 20:00 - 20:59,30,10,40
05/09/2025 21:00 - 21:59,27,13,40
05/09/2025 22:00 - 22:59,14,8,22
05/09/2025 23:00 - 23:59,12,3,15
05/10/2025 00:00 - 00:59,8,8,16
05/10/2025 01:00 - 01:59,4,3,7
05/10/2025 02:00 - 02:59,1,0,1
05/10/2025 03:00 - 03:59,0,0,0
05/10/2025 04:00 - 04:59,1,1,2
05/10/2025 05:00 - 05:59,1,3,4
05/10/2025 06:00 - 06:59,2,1,3
05/10/2025 07:00 - 07:59,5,13,18
05/10/2025 08:00 - 08:59,10,23,33
05/10/2025 09:00 - 09:59,10,17,27
05/10/2025 10:00 - 10:59,23,21,44
05/10/2025 11:00 - 11:59,20,23,43
05/10/2025 12:00 - 12:59,33,19,52
05/10/2025 13:00 - 13:59,25,22,47
05/10/2025 14:00 - 14:59,32,19,51
05/10/2025 15:00 - 15:59,34,18,52
05/10/2025 16:00 - 16:59,25,12,37
05/10/2025 17:00 - 17:59,30,24,54
05/10/2025 18:00 - 18:59,34,29,63
05/10/2025 19:00 - 19:59,34,18,52
05/10/2025 20:00 - 20:59,11,7,18
05/10/2025 21:00 - 21:59,25,12,37
05/10/2025 22:00 - 22:59,12,1,13
05/10/2025 23:00 - 23:59,10,5,15
05/11/2025 00:00 - 00:59,1,2,3
05/11/2025 01:00 - 01:59,4,2,6
05/11/2025 02:00 - 02:59,5,2,7
05/11/2025 03:00 - 03:59,3,1,4
05/11/2025 04:00 - 04:59,0,1,1
05/11/2025 05:00 - 05:59,3,3,6
05/11/2025 06:00 - 06:59,2,5,7
05/11/2025 07:00 - 07:59,2,9,11
05/11/2025 08:00 - 08:59,7,11,18
05/11/2025 09:00 - 09:59,27,15,42
05/11/2025 10:00 - 10:59,25,15,40
05/11/2025 11:00 - 11:59,15,50,65
05/11/2025 12:00 - 12:59,21,22,43
05/11/2025 13:00 - 13:59,28,22,50
05/11/2025 14:00 - 14:59,26,23,49
05/11/2025 15:00 - 15:59,24,27,51
05/11/2025 16:00 - 16:59,26,7,33
05/11/2025 17:00 - 17:59,44,15,59
05/11/2025 18:00 - 18:59,22,14,36
05/11/2025 19:00 - 19:59,17,16,33
05/11/2025 20:00 - 20:59,20,13,33
05/11/2025 21:00 - 21:59,14,9,23
05/11/2025 22:00 - 22:59,11,3,14
05/11/2025 23:00 - 23:59,2,3,5
05/12/2025 00:00 - 00:59,1,1,2
05/12/2025 01:00 - 01:59,1,0,1
05/12/2025 02:00 - 02:59,0,0,0
05/12/2025 03:00 - 03:59,0,2,2
05/12/2025 04:00 - 04:59,3,4,7
05/12/2025 05:00 - 05:59,1,13,14
05/12/2025 06:00 - 06:59,5,17,22
05/12/2025 07:00 - 07:59,48,39,87
05/12/2025 08:00 - 08:59,28,36,64
05/12/2025 09:00 - 09:59,14,21,35
05/12/2025 10:00 - 10:59,17,22,39
05/12/2025 11:00 - 11:59,17,13,30
05/12/2025 12:00 - 12:59,24,20,44
05/12/2025 13:00 - 13:59,20,16,36
05/12/2025 14:00 - 14:59,40,12,52
05/12/2025 15:00 - 15:59,55,42,97
05/12/2025 16:00 - 16:59,40,28,68
05/12/2025 17:00 - 17:59,38,21,59
05/12/2025 18:00 - 18:59,34,22,56
05/12/2025 19:00 - 19:59,24,14,38
05/12/2025 20:00 - 20:59,24,11,35
05/12/2025 21:00 - 21:59,22,12,34
05/12/2025 22:00 - 22:59,9,1,10
05/12/2025 23:00 - 23:59,5,2,7
05/13/2025 00:00 - 00:59,2,4,6
05/13/2025 01:00 - 01:59,3,0,3
05/13/2025 02:00 - 02:59,0,1,1
05/13/2025 03:00 - 03:59,0,0,0
05/13/2025 04:00 - 04:59,1,5,6
05/13/2025 05:00 - 05:59,0,11,11
05/13/2025 06:00 - 06:59,4,16,20
05/13/2025 07:00 - 07:59,52,50,102
05/13/2025 08:00 - 08:59,13,29,42
05/13/2025 09:00 - 09:59,13,21,34
