"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","5437 Louisiana Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/15/2025"
"Start Time:","00:00"
"Export Version:","VolumeAxle V1.03"
"Interval:","60 Min"
"Title:","Axle Volume"
"Date/Time","Northbound","Southbound","Total"
07/17/2025 17:00 - 17:59,26,58,84
07/17/2025 18:00 - 18:59,36,38,74
07/17/2025 19:00 - 19:59,26,40,66
07/17/2025 20:00 - 20:59,30,40,70
07/17/2025 21:00 - 21:59,28,26,54
07/17/2025 22:00 - 22:59,12,22,34
07/17/2025 23:00 - 23:59,12,11,23
07/18/2025 00:00 - 00:59,2,8,10
07/18/2025 01:00 - 01:59,0,2,2
07/18/2025 02:00 - 02:59,0,0,0
07/18/2025 03:00 - 03:59,0,0,0
07/18/2025 04:00 - 04:59,10,4,14
07/18/2025 05:00 - 05:59,16,2,18
07/18/2025 06:00 - 06:59,28,10,38
07/18/2025 07:00 - 07:59,37,10,47
07/18/2025 08:00 - 08:59,48,25,73
07/18/2025 09:00 - 09:59,44,22,66
07/18/2025 10:00 - 10:59,36,37,73
07/18/2025 11:00 - 11:59,46,30,76
07/18/2025 12:00 - 12:59,41,32,73
07/18/2025 13:00 - 13:59,32,30,62
07/18/2025 14:00 - 14:59,36,40,76
07/18/2025 15:00 - 15:59,56,62,118
07/18/2025 16:00 - 16:59,54,50,104
07/18/2025 17:00 - 17:59,32,52,84
07/18/2025 18:00 - 18:59,32,42,74
07/18/2025 19:00 - 19:59,32,34,66
07/18/2025 20:00 - 20:59,24,26,50
07/18/2025 21:00 - 21:59,24,46,70
07/18/2025 22:00 - 22:59,12,10,22
07/18/2025 23:00 - 23:59,6,2,8
07/19/2025 00:00 - 00:59,2,8,10
07/19/2025 01:00 - 01:59,4,2,6
07/19/2025 02:00 - 02:59,0,6,6
07/19/2025 03:00 - 03:59,0,4,4
07/19/2025 04:00 - 04:59,8,4,12
07/19/2025 05:00 - 05:59,2,2,4
07/19/2025 06:00 - 06:59,18,6,24
07/19/2025 07:00 - 07:59,25,13,38
07/19/2025 08:00 - 08:59,26,22,48
07/19/2025 09:00 - 09:59,34,24,58
07/19/2025 10:00 - 10:59,28,20,48
07/19/2025 11:00 - 11:59,34,42,76
07/19/2025 12:00 - 12:59,36,26,62
07/19/2025 13:00 - 13:59,38,52,90
07/19/2025 14:00 - 14:59,46,48,94
07/19/2025 15:00 - 15:59,40,40,80
07/19/2025 16:00 - 16:59,42,54,96
07/19/2025 17:00 - 17:59,46,37,83
07/19/2025 18:00 - 18:59,30,16,46
07/19/2025 19:00 - 19:59,30,28,58
07/19/2025 20:00 - 20:59,10,32,42
07/19/2025 21:00 - 21:59,24,24,48
07/19/2025 22:00 - 22:59,22,19,41
07/19/2025 23:00 - 23:59,8,26,34
07/20/2025 00:00 - 00:59,0,10,10
07/20/2025 01:00 - 01:59,4,6,10
07/20/2025 02:00 - 02:59,2,8,10
07/20/2025 03:00 - 03:59,0,0,0
07/20/2025 04:00 - 04:59,6,2,8
07/20/2025 05:00 - 05:59,2,0,2
07/20/2025 06:00 - 06:59,12,2,14
07/20/2025 07:00 - 07:59,8,2,10
07/20/2025 08:00 - 08:59,18,8,26
07/20/2025 09:00 - 09:59,27,18,45
07/20/2025 10:00 - 10:59,47,23,70
07/20/2025 11:00 - 11:59,41,30,71
07/20/2025 12:00 - 12:59,28,26,54
07/20/2025 13:00 - 13:59,38,36,74
07/20/2025 14:00 - 14:59,48,34,82
07/20/2025 15:00 - 15:59,28,30,58
07/20/2025 16:00 - 16:59,40,40,80
07/20/2025 17:00 - 17:59,34,28,62
07/20/2025 18:00 - 18:59,24,47,71
07/20/2025 19:00 - 19:59,26,24,50
07/20/2025 20:00 - 20:59,14,24,38
07/20/2025 21:00 - 21:59,24,22,46
07/20/2025 22:00 - 22:59,8,14,22
07/20/2025 23:00 - 23:59,6,10,16
07/21/2025 00:00 - 00:59,0,0,0
07/21/2025 01:00 - 01:59,2,4,6
07/21/2025 02:00 - 02:59,0,2,2
07/21/2025 03:00 - 03:59,0,0,0
07/21/2025 04:00 - 04:59,10,0,10
07/21/2025 05:00 - 05:59,14,2,16
07/21/2025 06:00 - 06:59,30,10,40
07/21/2025 07:00 - 07:59,28,21,49
07/21/2025 08:00 - 08:59,38,21,59
07/21/2025 09:00 - 09:59,32,20,52
07/21/2025 10:00 - 10:59,25,12,37
07/21/2025 11:00 - 11:59,28,20,48
07/21/2025 12:00 - 12:59,50,24,74
07/21/2025 13:00 - 13:59,52,25,77
07/21/2025 14:00 - 14:59,44,54,98
07/21/2025 15:00 - 15:59,40,34,74
07/21/2025 16:00 - 16:59,42,36,78
07/21/2025 17:00 - 17:59,32,46,78
07/21/2025 18:00 - 18:59,28,42,70
07/21/2025 19:00 - 19:59,46,49,95
07/21/2025 20:00 - 20:59,22,16,38
07/21/2025 21:00 - 21:59,28,24,52
07/21/2025 22:00 - 22:59,11,18,29
07/21/2025 23:00 - 23:59,2,6,8
07/22/2025 00:00 - 00:59,2,2,4
07/22/2025 01:00 - 01:59,0,2,2
07/22/2025 02:00 - 02:59,4,0,4
07/22/2025 03:00 - 03:59,0,0,0
07/22/2025 04:00 - 04:59,6,0,6
07/22/2025 05:00 - 05:59,16,6,22
07/22/2025 06:00 - 06:59,16,12,28
07/22/2025 07:00 - 07:59,43,22,65
07/22/2025 08:00 - 08:59,34,15,49
07/22/2025 09:00 - 09:59,38,28,66
07/22/2025 10:00 - 10:59,10,12,22
07/22/2025 11:00 - 11:59,18,28,46
07/22/2025 12:00 - 12:59,36,18,54
07/22/2025 13:00 - 13:59,28,14,42
