10/02/2024 17:00 - 17:59,9,8,19,12,15,15,7,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
10/02/2024 18:00 - 18:59,6,5,7,3,14,11,3,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
10/02/2024 19:00 - 19:59,12,8,7,4,8,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
10/02/2024 20:00 - 20:59,3,10,8,2,4,6,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
10/02/2024 21:00 - 21:59,4,0,3,0,3,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
10/02/2024 22:00 - 22:59,2,1,5,1,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
10/02/2024 23:00 - 23:59,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10/03/2024 00:00 - 00:59,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/03/2024 01:00 - 01:59,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/03/2024 02:00 - 02:59,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/03/2024 03:00 - 03:59,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10/03/2024 04:00 - 04:59,0,1,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10/03/2024 05:00 - 05:59,4,1,10,1,8,7,5,7,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
10/03/2024 06:00 - 06:59,9,2,13,3,13,11,3,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
10/03/2024 07:00 - 07:59,10,5,2,6,7,6,2,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,47
10/03/2024 08:00 - 08:59,12,6,7,4,21,12,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
10/03/2024 09:00 - 09:59,9,2,5,0,4,7,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33
10/03/2024 10:00 - 10:59,14,3,5,7,6,4,0,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49
10/03/2024 11:00 - 11:59,10,5,4,8,5,7,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
10/03/2024 12:00 - 12:59,12,8,6,1,12,8,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56
10/03/2024 13:00 - 13:59,11,6,12,0,6,12,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
10/03/2024 14:00 - 14:59,11,8,9,8,6,9,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64
10/03/2024 15:00 - 15:59,8,7,12,9,12,17,5,6,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87
10/03/2024 16:00 - 16:59,10,1,9,4,15,16,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
10/03/2024 17:00 - 17:59,8,9,11,6,19,11,4,6,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79
10/03/2024 18:00 - 18:59,10,4,8,8,11,9,2,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
10/03/2024 19:00 - 19:59,5,5,11,2,7,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
10/03/2024 20:00 - 20:59,6,0,8,1,5,5,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
10/03/2024 21:00 - 21:59,3,5,5,0,6,7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
10/03/2024 22:00 - 22:59,1,0,8,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
10/03/2024 23:00 - 23:59,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
