"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071598"
"ID:",""
"Location:","4701 Louisiana Ave N"
"Comments:","at 47th Ave N"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/8/2025"
"Start Time:","00:00"
"Export Version:","Volume V1.03"
"Interval:","60 Min"
"Title:","Vehicle Volume"
"Date/Time","Westbound","Eastbound","Total"
07/11/2025 07:00 - 07:59,6,4,10
07/11/2025 08:00 - 08:59,10,5,15
07/11/2025 09:00 - 09:59,7,3,10
07/11/2025 10:00 - 10:59,12,6,18
07/11/2025 11:00 - 11:59,6,10,16
07/11/2025 12:00 - 12:59,12,5,17
07/11/2025 13:00 - 13:59,13,7,20
07/11/2025 14:00 - 14:59,9,7,16
07/11/2025 15:00 - 15:59,8,6,14
07/11/2025 16:00 - 16:59,9,6,15
07/11/2025 17:00 - 17:59,19,9,28
07/11/2025 18:00 - 18:59,8,3,11
07/11/2025 19:00 - 19:59,7,4,11
07/11/2025 20:00 - 20:59,9,7,16
07/11/2025 21:00 - 21:59,5,5,10
07/11/2025 22:00 - 22:59,7,7,14
07/11/2025 23:00 - 23:59,3,5,8
07/12/2025 00:00 - 00:59,1,0,1
07/12/2025 01:00 - 01:59,3,1,4
07/12/2025 02:00 - 02:59,0,1,1
07/12/2025 03:00 - 03:59,1,0,1
07/12/2025 04:00 - 04:59,0,0,0
07/12/2025 05:00 - 05:59,1,0,1
07/12/2025 06:00 - 06:59,3,1,4
07/12/2025 07:00 - 07:59,7,0,7
07/12/2025 08:00 - 08:59,9,4,13
07/12/2025 09:00 - 09:59,8,7,15
07/12/2025 10:00 - 10:59,5,5,10
07/12/2025 11:00 - 11:59,4,5,9
07/12/2025 12:00 - 12:59,12,4,16
07/12/2025 13:00 - 13:59,5,5,10
07/12/2025 14:00 - 14:59,15,5,20
07/12/2025 15:00 - 15:59,11,10,21
07/12/2025 16:00 - 16:59,10,10,20
07/12/2025 17:00 - 17:59,10,7,17
07/12/2025 18:00 - 18:59,10,7,17
07/12/2025 19:00 - 19:59,5,5,10
07/12/2025 20:00 - 20:59,7,2,9
07/12/2025 21:00 - 21:59,6,6,12
07/12/2025 22:00 - 22:59,3,1,4
07/12/2025 23:00 - 23:59,1,2,3
07/13/2025 00:00 - 00:59,1,1,2
07/13/2025 01:00 - 01:59,0,0,0
07/13/2025 02:00 - 02:59,1,1,2
07/13/2025 03:00 - 03:59,0,0,0
07/13/2025 04:00 - 04:59,0,1,1
07/13/2025 05:00 - 05:59,2,0,2
07/13/2025 06:00 - 06:59,0,4,4
07/13/2025 07:00 - 07:59,3,4,7
07/13/2025 08:00 - 08:59,7,6,13
07/13/2025 09:00 - 09:59,4,2,6
07/13/2025 10:00 - 10:59,5,6,11
07/13/2025 11:00 - 11:59,7,1,8
07/13/2025 12:00 - 12:59,10,10,20
07/13/2025 13:00 - 13:59,3,8,11
07/13/2025 14:00 - 14:59,8,6,14
07/13/2025 15:00 - 15:59,11,6,17
07/13/2025 16:00 - 16:59,7,8,15
07/13/2025 17:00 - 17:59,7,8,15
07/13/2025 18:00 - 18:59,7,5,12
07/13/2025 19:00 - 19:59,6,1,7
07/13/2025 20:00 - 20:59,10,5,15
07/13/2025 21:00 - 21:59,6,4,10
07/13/2025 22:00 - 22:59,2,4,6
07/13/2025 23:00 - 23:59,2,3,5
07/14/2025 00:00 - 00:59,1,1,2
07/14/2025 01:00 - 01:59,0,0,0
07/14/2025 02:00 - 02:59,0,1,1
07/14/2025 03:00 - 03:59,0,0,0
07/14/2025 04:00 - 04:59,1,0,1
07/14/2025 05:00 - 05:59,0,2,2
07/14/2025 06:00 - 06:59,6,1,7
07/14/2025 07:00 - 07:59,7,8,15
07/14/2025 08:00 - 08:59,9,7,16
07/14/2025 09:00 - 09:59,8,8,16
07/14/2025 10:00 - 10:59,3,4,7
07/14/2025 11:00 - 11:59,8,5,13
07/14/2025 12:00 - 12:59,10,7,17
07/14/2025 13:00 - 13:59,6,4,10
07/14/2025 14:00 - 14:59,8,7,15
07/14/2025 15:00 - 15:59,6,12,18
07/14/2025 16:00 - 16:59,10,4,14
07/14/2025 17:00 - 17:59,13,7,20
07/14/2025 18:00 - 18:59,13,6,19
07/14/2025 19:00 - 19:59,9,10,19
07/14/2025 20:00 - 20:59,5,9,14
07/14/2025 21:00 - 21:59,8,6,14
07/14/2025 22:00 - 22:59,1,5,6
07/14/2025 23:00 - 23:59,2,0,2
07/15/2025 00:00 - 00:59,1,1,2
07/15/2025 01:00 - 01:59,0,0,0
07/15/2025 02:00 - 02:59,0,1,1
07/15/2025 03:00 - 03:59,0,0,0
07/15/2025 04:00 - 04:59,1,0,1
07/15/2025 05:00 - 05:59,0,0,0
07/15/2025 06:00 - 06:59,6,7,13
07/15/2025 07:00 - 07:59,5,10,15
07/15/2025 08:00 - 08:59,13,9,22
07/15/2025 09:00 - 09:59,10,3,13
07/15/2025 10:00 - 10:59,14,3,17
07/15/2025 11:00 - 11:59,9,10,19
07/15/2025 12:00 - 12:59,14,11,25
